Season,Region,County,CDC Week,Week Ending Date,Age Group,Case Count,Hospitalization Count,Coordinate,FIPS
2023-2024,CENTRAL,JEFFERSON,43,10/28/2023,50-64,2,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,43,10/28/2023,65+,1,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,44,11/04/2023,0-4,3,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,44,11/04/2023,5-17,4,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,44,11/04/2023,18-49,5,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,44,11/04/2023,50-64,2,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,45,11/11/2023,0-4,7,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,45,11/11/2023,5-17,8,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,45,11/11/2023,18-49,5,1,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,45,11/11/2023,50-64,2,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,45,11/11/2023,65+,2,1,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,46,11/18/2023,0-4,2,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,46,11/18/2023,5-17,23,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,46,11/18/2023,18-49,13,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,46,11/18/2023,50-64,5,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,47,11/25/2023,0-4,8,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,47,11/25/2023,5-17,48,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,47,11/25/2023,18-49,18,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,47,11/25/2023,50-64,5,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,47,11/25/2023,65+,2,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,48,12/02/2023,0-4,22,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,48,12/02/2023,5-17,32,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,48,12/02/2023,18-49,35,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,48,12/02/2023,50-64,13,2,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,48,12/02/2023,65+,10,1,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,49,12/09/2023,0-4,26,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,49,12/09/2023,5-17,47,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,49,12/09/2023,18-49,26,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,49,12/09/2023,50-64,8,1,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,49,12/09/2023,65+,10,2,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,50,12/16/2023,0-4,26,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,50,12/16/2023,5-17,49,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,50,12/16/2023,18-49,31,1,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,50,12/16/2023,50-64,25,3,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,50,12/16/2023,65+,10,3,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,51,12/23/2023,0-4,34,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,51,12/23/2023,5-17,61,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,51,12/23/2023,18-49,51,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,51,12/23/2023,50-64,22,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,51,12/23/2023,65+,15,1,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,52,12/30/2023,0-4,37,1,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,52,12/30/2023,5-17,41,0,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,52,12/30/2023,18-49,62,2,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,52,12/30/2023,50-64,18,2,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,JEFFERSON,52,12/30/2023,65+,27,8,"(44.0607, -75.9928)",36045
2023-2024,CENTRAL,LEWIS,40,10/07/2023,5-17,3,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,41,10/14/2023,5-17,2,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,42,10/21/2023,5-17,2,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,42,10/21/2023,65+,1,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,45,11/11/2023,5-17,2,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,46,11/18/2023,18-49,1,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,46,11/18/2023,65+,1,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,47,11/25/2023,5-17,3,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,47,11/25/2023,18-49,2,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,47,11/25/2023,50-64,2,1,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,48,12/02/2023,0-4,2,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,48,12/02/2023,5-17,6,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,48,12/02/2023,18-49,4,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,48,12/02/2023,65+,3,1,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,49,12/09/2023,0-4,8,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,49,12/09/2023,5-17,7,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,49,12/09/2023,18-49,4,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,49,12/09/2023,50-64,3,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,49,12/09/2023,65+,1,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,50,12/16/2023,0-4,2,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,50,12/16/2023,5-17,7,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,50,12/16/2023,18-49,4,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,50,12/16/2023,50-64,2,1,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,50,12/16/2023,65+,2,1,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,51,12/23/2023,0-4,5,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,51,12/23/2023,5-17,16,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,51,12/23/2023,18-49,6,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,51,12/23/2023,50-64,2,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,51,12/23/2023,65+,1,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,52,12/30/2023,0-4,6,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,52,12/30/2023,5-17,15,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,52,12/30/2023,18-49,18,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,52,12/30/2023,50-64,2,0,"(43.7863965, -75.4426165)",36049
2023-2024,CENTRAL,LEWIS,52,12/30/2023,65+,8,0,"(43.7863965, -75.4426165)",36049
2023-2024,WESTERN,LIVINGSTON,40,10/07/2023,5-17,1,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,40,10/07/2023,18-49,1,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,40,10/07/2023,65+,1,1,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,41,10/14/2023,50-64,1,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,44,11/04/2023,18-49,2,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,46,11/18/2023,5-17,4,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,46,11/18/2023,18-49,1,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,46,11/18/2023,50-64,1,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,47,11/25/2023,5-17,2,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,47,11/25/2023,18-49,1,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,47,11/25/2023,50-64,2,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,47,11/25/2023,65+,2,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,48,12/02/2023,0-4,3,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,48,12/02/2023,5-17,2,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,48,12/02/2023,18-49,10,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,48,12/02/2023,50-64,2,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,48,12/02/2023,65+,2,1,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,49,12/09/2023,0-4,1,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,49,12/09/2023,5-17,14,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,49,12/09/2023,18-49,15,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,49,12/09/2023,50-64,5,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,49,12/09/2023,65+,4,1,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,50,12/16/2023,0-4,3,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,50,12/16/2023,5-17,9,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,50,12/16/2023,18-49,10,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,50,12/16/2023,50-64,4,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,50,12/16/2023,65+,4,1,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,51,12/23/2023,0-4,12,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,51,12/23/2023,5-17,30,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,51,12/23/2023,18-49,33,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,51,12/23/2023,50-64,18,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,51,12/23/2023,65+,15,3,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,52,12/30/2023,0-4,11,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,52,12/30/2023,5-17,23,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,52,12/30/2023,18-49,27,1,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,52,12/30/2023,50-64,23,0,"(42.7274845, -77.7697795)",36051
2023-2024,WESTERN,LIVINGSTON,52,12/30/2023,65+,12,6,"(42.7274845, -77.7697795)",36051
2023-2024,CENTRAL,MADISON,41,10/14/2023,65+,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,42,10/21/2023,0-4,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,42,10/21/2023,18-49,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,42,10/21/2023,50-64,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,43,10/28/2023,0-4,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,43,10/28/2023,5-17,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,43,10/28/2023,18-49,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,43,10/28/2023,65+,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,44,11/04/2023,18-49,2,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,44,11/04/2023,50-64,1,1,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,45,11/11/2023,18-49,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,46,11/18/2023,0-4,3,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,46,11/18/2023,18-49,2,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,46,11/18/2023,65+,1,2,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,47,11/25/2023,0-4,2,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,47,11/25/2023,50-64,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,47,11/25/2023,65+,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,48,12/02/2023,0-4,2,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,48,12/02/2023,18-49,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,48,12/02/2023,65+,1,1,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,49,12/09/2023,0-4,3,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,49,12/09/2023,5-17,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,49,12/09/2023,18-49,5,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,49,12/09/2023,50-64,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,50,12/16/2023,0-4,2,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,50,12/16/2023,18-49,2,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,50,12/16/2023,50-64,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,50,12/16/2023,65+,1,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,51,12/23/2023,0-4,2,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,51,12/23/2023,5-17,14,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,51,12/23/2023,18-49,5,1,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,51,12/23/2023,50-64,5,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,51,12/23/2023,65+,4,2,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,52,12/30/2023,0-4,2,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,52,12/30/2023,5-17,12,0,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,52,12/30/2023,18-49,13,1,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,52,12/30/2023,50-64,5,1,"(42.9100255, -75.6635749)",36053
2023-2024,CENTRAL,MADISON,52,12/30/2023,65+,13,3,"(42.9100255, -75.6635749)",36053
2023-2024,WESTERN,MONROE,40,10/07/2023,0-4,2,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,40,10/07/2023,5-17,4,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,40,10/07/2023,18-49,2,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,40,10/07/2023,50-64,2,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,40,10/07/2023,65+,4,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,41,10/14/2023,5-17,5,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,41,10/14/2023,18-49,3,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,41,10/14/2023,50-64,2,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,41,10/14/2023,65+,2,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,42,10/21/2023,0-4,1,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,42,10/21/2023,5-17,15,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,42,10/21/2023,18-49,6,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,42,10/21/2023,50-64,7,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,42,10/21/2023,65+,4,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,43,10/28/2023,0-4,1,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,43,10/28/2023,5-17,7,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,43,10/28/2023,18-49,6,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,43,10/28/2023,50-64,5,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,43,10/28/2023,65+,4,3,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,44,11/04/2023,0-4,5,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,44,11/04/2023,5-17,19,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,44,11/04/2023,18-49,9,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,44,11/04/2023,50-64,5,2,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,44,11/04/2023,65+,3,2,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,45,11/11/2023,0-4,12,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,45,11/11/2023,5-17,24,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,45,11/11/2023,18-49,22,2,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,45,11/11/2023,50-64,12,3,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,45,11/11/2023,65+,4,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,46,11/18/2023,0-4,8,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,46,11/18/2023,5-17,18,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,46,11/18/2023,18-49,21,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,46,11/18/2023,50-64,17,3,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,46,11/18/2023,65+,12,4,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,47,11/25/2023,0-4,18,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,47,11/25/2023,5-17,35,0,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,47,11/25/2023,18-49,40,4,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,47,11/25/2023,50-64,32,9,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,47,11/25/2023,65+,12,3,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,48,12/02/2023,0-4,49,4,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,48,12/02/2023,5-17,68,2,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,48,12/02/2023,18-49,104,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,48,12/02/2023,50-64,35,8,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,48,12/02/2023,65+,21,6,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,49,12/09/2023,0-4,52,1,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,49,12/09/2023,5-17,161,2,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,49,12/09/2023,18-49,94,4,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,49,12/09/2023,50-64,49,5,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,49,12/09/2023,65+,27,11,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,50,12/16/2023,0-4,86,3,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,50,12/16/2023,5-17,240,4,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,50,12/16/2023,18-49,201,10,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,50,12/16/2023,50-64,85,17,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,50,12/16/2023,65+,64,24,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,51,12/23/2023,0-4,165,4,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,51,12/23/2023,5-17,465,8,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,51,12/23/2023,18-49,396,9,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,51,12/23/2023,50-64,221,25,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,51,12/23/2023,65+,136,45,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,52,12/30/2023,0-4,182,12,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,52,12/30/2023,5-17,283,9,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,52,12/30/2023,18-49,366,9,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,52,12/30/2023,50-64,201,26,"(43.174966, -77.639663)",36055
2023-2024,WESTERN,MONROE,52,12/30/2023,65+,185,48,"(43.174966, -77.639663)",36055
2023-2024,CAPITAL DISTRICT,MONTGOMERY,45,11/11/2023,18-49,1,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,46,11/18/2023,0-4,3,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,46,11/18/2023,5-17,3,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,46,11/18/2023,18-49,15,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,46,11/18/2023,50-64,8,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,46,11/18/2023,65+,5,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,47,11/25/2023,0-4,1,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,47,11/25/2023,5-17,2,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,47,11/25/2023,18-49,11,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,47,11/25/2023,50-64,6,2,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,47,11/25/2023,65+,3,2,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,48,12/02/2023,0-4,2,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,48,12/02/2023,5-17,6,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,48,12/02/2023,18-49,16,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,48,12/02/2023,50-64,6,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,48,12/02/2023,65+,4,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,49,12/09/2023,0-4,4,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,49,12/09/2023,5-17,13,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,49,12/09/2023,18-49,2,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,49,12/09/2023,50-64,2,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,50,12/16/2023,0-4,5,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,50,12/16/2023,5-17,12,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,50,12/16/2023,18-49,14,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,50,12/16/2023,50-64,5,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,50,12/16/2023,65+,7,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,51,12/23/2023,0-4,9,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,51,12/23/2023,5-17,12,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,51,12/23/2023,18-49,21,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,51,12/23/2023,50-64,5,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,51,12/23/2023,65+,4,2,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,52,12/30/2023,0-4,5,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,52,12/30/2023,5-17,12,0,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,52,12/30/2023,18-49,25,1,"(42.9008912, -74.4353575)",36057
2023-2024,CAPITAL DISTRICT,MONTGOMERY,52,12/30/2023,50-64,10,0,"(42.9008912, -74.4353575)",36057
